"strain","surv_low","surv_med","surv_upp","haz_low","haz_med","haz_upp","t","model","waic","diverg"
"wht.C",0.998253246393298,0.999812438242095,0.999984742245259,2.29328424968118e-05,0.00022334436962205,0.00156139337240332,6.50505050505051,"Weibull",198.433886338119,0
"wht.C",0.997863242991438,0.999753601806492,0.999978506236573,3.13342665478044e-05,0.000282883373930751,0.00185194856340901,6.73737373737374,"Weibull",198.433886338119,0
"wht.C",0.997403563677929,0.999679440275054,0.999970071209526,4.23616009431538e-05,0.000355692143843265,0.00217717376921242,6.96969696969697,"Weibull",198.433886338119,0
"wht.C",0.996853239330755,0.999586710395867,0.999958724557175,5.66944829952299e-05,0.000443075049644934,0.00256196703476843,7.2020202020202,"Weibull",198.433886338119,0
"wht.C",0.996214033830798,0.999472490061235,0.999943489991979,7.51783943658499e-05,0.000547147080711518,0.00299954345204125,7.43434343434343,"Weibull",198.433886338119,0
"wht.C",0.995471089407708,0.999330791675396,0.999923376569345,9.87129700186151e-05,0.000671074232451633,0.00347957567546738,7.66666666666667,"Weibull",198.433886338119,0
"wht.C",0.994603352235318,0.999156451218253,0.999897066672051,0.000128289483335782,0.000821880444147206,0.00404100130548675,7.8989898989899,"Weibull",198.433886338119,0
"wht.C",0.993620084454029,0.998945379996518,0.999862902050219,0.000166087438080567,0.00099939184509463,0.0046691995616282,8.13131313131313,"Weibull",198.433886338119,0
"wht.C",0.992483144956736,0.998691984466405,0.999818866514204,0.000212815867309823,0.00121161296652232,0.00534790706561982,8.36363636363636,"Weibull",198.433886338119,0
"wht.C",0.991145079332563,0.998388031544304,0.999763116940236,0.000270416924681559,0.00145485250414455,0.00609175821951016,8.5959595959596,"Weibull",198.433886338119,0
"wht.C",0.989624476930006,0.998019581054879,0.999692359975501,0.000341420250845668,0.00174673727636025,0.00693505017321214,8.82828282828283,"Weibull",198.433886338119,0
"wht.C",0.987933400462728,0.997578331513324,0.999602017502695,0.000428520831025654,0.00207164146862669,0.00786864822461456,9.06060606060606,"Weibull",198.433886338119,0
"wht.C",0.98598361928617,0.997050249531898,0.999490187483185,0.000535239299662549,0.00245851875711574,0.0089024310149091,9.29292929292929,"Weibull",198.433886338119,0
"wht.C",0.983769758586002,0.996423632454448,0.999351576935401,0.000664861881743653,0.00290639341837771,0.0100573982143659,9.52525252525253,"Weibull",198.433886338119,0
"wht.C",0.981300916921331,0.995695523190838,0.999180061128185,0.000824083222685906,0.00343678193452568,0.0113516684458072,9.75757575757576,"Weibull",198.433886338119,0
